"","geneID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"3506","CD276",6.09974597020809e-31,-0.550161682070095,0.209,0.28,1.47979837237248e-26
"3507","C12orf45",6.32901051180181e-31,-0.298013436805879,0.301,0.382,1.53541795016312e-26
"3508","FAM83F",6.45737533695905e-31,-0.652675784377092,0.126,0.181,1.56655925674626e-26
"3509","MAN2A1",6.52683785568358e-31,-0.494377395016933,0.214,0.291,1.58341086378884e-26
"3510","CLDND1",6.64555644204318e-31,-0.523021636209281,0.182,0.255,1.61221199283968e-26
"3511","CEP170B",6.77993756168328e-31,-0.502388087823473,0.139,0.205,1.64481285246436e-26
"3512","MYO1C",6.83711337141335e-31,-0.331120547935061,0.327,0.412,1.65868370390488e-26
"3513","SNW1",6.94428292585655e-31,-0.33484692890548,0.397,0.483,1.6846830378128e-26
"3514","FAR1",7.19395325283486e-31,-0.495705528129997,0.194,0.268,1.74525305913774e-26
"3515","CENPW",7.25897803225228e-31,-0.619350062411806,0.184,0.244,1.7610280706244e-26
"3516","PTGFRN",7.41304090116995e-31,-0.576411590027427,0.159,0.225,1.79840372262383e-26
"3517","NUP50",7.44714531831194e-31,-0.553490612535783,0.181,0.252,1.80667745422248e-26
"3518","UBE2J1",7.78663205946925e-31,-0.345919605309169,0.272,0.354,1.88903693762724e-26
"3519","CERS6",8.43394504260281e-31,-0.24439911020237,0.289,0.368,2.04607506733544e-26
"3520","MEX3D",8.48411498329072e-31,-1.20673649174991,0.03,0.069,2.05824629494633e-26
"3521","SRSF8",8.4872258698288e-31,-0.47953835985783,0.202,0.278,2.05900099602047e-26
"3522","DAZAP1",8.60780551195816e-31,-0.453333066093314,0.249,0.325,2.08825361720105e-26
"3523","BCKDHA",8.60897287017209e-31,-0.597131934986324,0.134,0.201,2.08853681830375e-26
"3524","ZCCHC9",8.71930563974334e-31,-0.552084128267138,0.173,0.245,2.11530354820173e-26
"3525","NUP58",8.93605996421126e-31,-0.479035296137095,0.239,0.315,2.16788814731765e-26
"3526","TRIM5",8.97260710716979e-31,-0.607246161178676,0.15,0.214,2.17675448419939e-26
"3527","MPDU1",9.00001856685305e-31,-0.53688804509999,0.148,0.218,2.18340450431855e-26
"3528","RAD1",9.74413621613688e-31,-0.474011341467099,0.175,0.248,2.36392744603481e-26
"3529","CXADR",9.93245767364683e-31,-0.435754077308998,0.314,0.394,2.40961423162672e-26
"3530","TP63",9.99765283002367e-31,-0.635891690898938,0.133,0.172,2.42543057656374e-26
"3531","NCBP2AS2",1.01103891687653e-30,-0.397594026248904,0.268,0.351,2.45278041234246e-26
"3532","TGS1",1.03459074340634e-30,-0.458922890489217,0.266,0.341,2.50991714350378e-26
"3533","RGS3",1.03914138473127e-30,-0.650079360248899,0.138,0.195,2.52095699935807e-26
"3534","STRN3",1.04595675553524e-30,-0.416815831753052,0.271,0.352,2.5374910889285e-26
"3535","USP48",1.0586048705558e-30,-0.348889707332081,0.332,0.419,2.56817541596838e-26
"3536","UBE2D1",1.09052454917075e-30,-0.454137826217063,0.237,0.317,2.64561255628824e-26
"3537","NBR1",1.09905300819851e-30,-0.339690891709954,0.354,0.438,2.66630259788959e-26
"3538","LIMCH1",1.10812765431798e-30,-0.672554647482328,0.207,0.268,2.68831768937541e-26
"3539","GTF2B",1.11101771247544e-30,-0.373219315371922,0.275,0.356,2.69532897046543e-26
"3540","GPR180",1.11258202177612e-30,-0.604202987085829,0.133,0.2,2.69912398482887e-26
"3541","C1orf52",1.14084241751084e-30,-0.474847134983765,0.209,0.286,2.76768370488131e-26
"3542","ISG20L2",1.1821620868177e-30,-0.490051443418939,0.191,0.265,2.86792522261975e-26
"3543","LRRC42",1.21608405614124e-30,-0.503117650667046,0.161,0.232,2.95021992019865e-26
"3544","MRPS9",1.21803719619567e-30,-0.470708016837757,0.209,0.287,2.9549582379707e-26
"3545","NBN",1.30919264771892e-30,-0.378828855026532,0.304,0.388,3.1761013633661e-26
"3546","RPP25L",1.32927563388151e-30,-0.538826557674197,0.177,0.25,3.22482268779654e-26
"3547","AHDC1",1.3625899162318e-30,-0.531819531141144,0.174,0.247,3.30564313677835e-26
"3548","NOSIP",1.37275204144359e-30,-0.335850152321819,0.284,0.367,3.33029645254214e-26
"3549","RPA2",1.39238263337933e-30,-0.584622361423979,0.168,0.238,3.37792026857826e-26
"3550","AK1",1.39547392517919e-30,-0.395076973308484,0.282,0.366,3.38541974248471e-26
"3551","BRIX1",1.40148498098442e-30,-0.428610237890806,0.261,0.342,3.4000025638682e-26
"3552","MYLIP",1.41900341907635e-30,-0.542752778432977,0.169,0.239,3.44250229467923e-26
"3553","FBH1",1.42521888040896e-30,-0.511630934991144,0.159,0.229,3.45758100387213e-26
"3554","NSMCE1",1.44968992837736e-30,-0.2945874340395,0.345,0.43,3.51694776624348e-26
"3555","ZNF91",1.45878120424484e-30,-0.220978034352531,0.337,0.419,3.53900320149798e-26
"3556","SLC35C2",1.55466565446914e-30,-0.537681496637134,0.165,0.236,3.77161887774213e-26
"3557","CHD1",1.57454979236315e-30,-0.35554527380671,0.399,0.48,3.819857796273e-26
"3558","FUNDC1",1.58592154901279e-30,-0.401036985870368,0.235,0.311,3.84744567790503e-26
"3559","UPK3BL1",1.59125153312425e-30,-0.459155397260182,0.177,0.249,3.86037621935943e-26
"3560","ECE1",1.62953708247097e-30,-0.41836717578845,0.344,0.41,3.95325696207456e-26
"3561","SIN3A",1.64150409464316e-30,-0.514749338639641,0.176,0.249,3.98228893360431e-26
"3562","FAM76A",1.64334375532242e-30,-0.537855544228187,0.163,0.234,3.9867519504122e-26
"3563","SVBP",1.71755617515018e-30,-0.538969556328931,0.171,0.243,4.16679128091433e-26
"3564","CTHRC1",1.76895487941951e-30,-1.17220439480024,0.038,0.08,4.29148453747174e-26
"3565","RPP38",1.78096148117169e-30,-0.433804741309655,0.25,0.33,4.32061255332253e-26
"3566","MSH2",1.79580701393187e-30,-0.575175086880722,0.178,0.246,4.35662781579871e-26
"3567","ZBED5",1.82731565055956e-30,-0.531045168685691,0.202,0.273,4.4330677682575e-26
"3568","GYPC",1.83513952314623e-30,-0.554194784677589,0.201,0.245,4.45204848315276e-26
"3569","SIPA1L2",1.84171909393359e-30,-0.514248392851152,0.149,0.216,4.46801052188288e-26
"3570","RBM12",1.84379691546816e-30,-0.520240097088091,0.18,0.253,4.47305131692577e-26
"3571","YTHDF1",1.89590834373335e-30,-0.546295614377544,0.157,0.227,4.5994736418971e-26
"3572","SGCB",1.90861691454775e-30,-0.463198301133529,0.23,0.307,4.63030463469285e-26
"3573","RAB5B",1.91682270494906e-30,-0.448017531579473,0.234,0.312,4.65021188220643e-26
"3574","SCCPDH",1.92576349189349e-30,-0.587920119089311,0.219,0.289,4.67190223133361e-26
"3575","FAM122B",1.93967078496103e-30,-0.783035262533653,0.073,0.126,4.70564132431547e-26
"3576","PLSCR3",1.96561181438676e-30,-0.621512230156968,0.135,0.194,4.76857426170229e-26
"3577","RXRA",2.00983512555422e-30,-0.658107692005742,0.111,0.174,4.87586001459455e-26
"3578","LONP1",2.03713529938842e-30,-0.554721895983385,0.155,0.225,4.94209023631631e-26
"3579","BID",2.04558013250534e-30,-0.547286812310123,0.179,0.25,4.96257740145795e-26
"3580","DHX38",2.09695252785958e-30,-0.594048568034518,0.151,0.217,5.08720683258733e-26
"3581","DIPK2A",2.13084967276899e-30,-0.678907222217885,0.117,0.17,5.16944130613756e-26
"3582","GOLGA2",2.13493841049561e-30,-0.309310010948803,0.418,0.504,5.17936058386234e-26
"3583","NR3C1",2.13987341160051e-30,-0.410972948151894,0.339,0.42,5.19133289654284e-26
"3584","MATN2",2.21393531395871e-30,-0.787702604760771,0.085,0.127,5.37100707166383e-26
"3585","NEMF",2.24973127751073e-30,-0.339248974244868,0.38,0.464,5.45784807924102e-26
"3586","AC027644.3",2.27011441681929e-30,-0.529944711016514,0.184,0.255,5.50729757520359e-26
"3587","LGR4",2.30208540989346e-30,-0.599008965856977,0.149,0.214,5.58485920440153e-26
"3588","UBE2E2",2.35998242007151e-30,-0.603549530978317,0.149,0.215,5.72531735109348e-26
"3589","MLX",2.36594966805636e-30,-0.385023945998805,0.232,0.31,5.73979389470473e-26
"3590","COQ4",2.39002581312621e-30,-0.509248748122434,0.191,0.263,5.79820262264419e-26
"3591","LRRCC1",2.43880488114771e-30,-0.539834888385492,0.16,0.231,5.91654064166434e-26
"3592","NCBP2",2.47963626814363e-30,-0.319945957782975,0.377,0.464,6.01559758651643e-26
"3593","FBXO3",2.49096903947909e-30,-0.526739218398656,0.18,0.253,6.04309088977626e-26
