"","geneID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"2390","BAG5",1.58843454826176e-21,-0.247913377117166,0.39,0.464,3.77586776467302e-17
"2391","TARS2",1.63766887673425e-21,-0.511868455692158,0.104,0.155,3.89290268688498e-17
"2392","FERMT2",1.64473762745321e-21,-0.395774138064115,0.348,0.405,3.90970581421903e-17
"2393","UTP6",1.65199811875149e-21,-0.352617067936228,0.258,0.33,3.92696472808416e-17
"2394","CCPG1",1.66263638127537e-21,-0.23192836252113,0.524,0.594,3.95225294192968e-17
"2395","ZNF37A",1.67758719388863e-21,-0.365324016493677,0.325,0.397,3.98779251859266e-17
"2396","UBALD1",1.7219912925158e-21,-0.494248602560229,0.168,0.233,4.09334550143932e-17
"2397","TRA2B",1.77608446992446e-21,-0.273764703608756,0.516,0.594,4.22193039345743e-17
"2398","ORC4",1.81309951241186e-21,-0.290030100792671,0.29,0.361,4.30991885095424e-17
"2399","RAB3GAP2",1.86526124844458e-21,-0.245994467592906,0.382,0.452,4.4339125136776e-17
"2400","ARHGEF12",1.9810933630638e-21,-0.273581120232674,0.431,0.51,4.70925703333895e-17
"2401","STX10",2.00982384711776e-21,-0.303578460665454,0.36,0.437,4.77755226698362e-17
"2402","ZNF22",2.03049348337716e-21,-0.357887456626347,0.367,0.44,4.82668605933584e-17
"2403","GID8",2.03835776094994e-21,-0.274054586452643,0.355,0.43,4.8453802335541e-17
"2404","CASP4",2.08123956472654e-21,-0.427803199574017,0.272,0.329,4.94731456931146e-17
"2405","SPG7",2.09340678020575e-21,-0.311777062836203,0.315,0.39,4.97623725722709e-17
"2406","NRP1",2.1386955518936e-21,-0.442208549348402,0.209,0.274,5.08389319640627e-17
"2407","ACTR6",2.14819149606055e-21,-0.157196706183862,0.526,0.596,5.10646600528552e-17
"2408","QRICH1",2.21637494430559e-21,-0.39684153376691,0.185,0.25,5.26854488010883e-17
"2409","PAICS",2.21856339719807e-21,-0.192577657718515,0.523,0.6,5.27374705147952e-17
"2410","REST",2.23834720927746e-21,-0.187435250086826,0.504,0.581,5.32077515117345e-17
"2411","TSC22D2",2.2550714822712e-21,-0.510652783041019,0.177,0.24,5.36053042050687e-17
"2412","C3orf38",2.27306640312247e-21,-0.42134033498989,0.187,0.253,5.40330614686243e-17
"2413","RPRD2",2.27982211300783e-21,-0.347951475389753,0.255,0.326,5.41936514483092e-17
