"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"220",1.1951685039333e-28,2.97163035826644,0.301,0.033,1.53626959495587e-24,4,"HLA-DRB5"
"221",1.63824669676097e-21,1.57109993781107,0.59,0.242,2.10580230401654e-17,4,"HERPUD1"
"222",1.50270207648408e-20,3.09989775036067,0.253,0.029,1.93157324911263e-16,4,"HLA-DQA2"
"223",2.86701082031527e-20,2.84225878382829,0.277,0.039,3.68525570843325e-16,4,"RALGPS2"
"224",4.48172944200147e-20,0.487243967180382,1,0.999,5.76081502474868e-16,4,"RPLP1"
"225",6.40320766943979e-20,2.64868663852834,0.301,0.056,8.2306831382979e-16,4,"POU2F2"
"226",6.49517597602065e-20,2.61131978606385,0.301,0.053,8.34889919957694e-16,4,"FAM3C"
"227",3.07592217397621e-19,0.59434829213665,0.994,0.934,3.95379036242902e-15,4,"RPS11"
"228",3.51362336897894e-19,1.37262555239831,0.627,0.331,4.51641147848553e-15,4,"EZR"
"229",5.22811427768601e-19,1.63376493258866,0.277,0.058,6.72021809253759e-15,4,"IFI30"
"230",9.44607899851712e-19,1.30733983023114,0.675,0.347,1.21419899446939e-14,4,"CD52"
"231",9.71621682911229e-19,1.19020580427801,0.663,0.439,1.24892251121409e-14,4,"JUND"
"232",2.71738526723169e-18,0.918415513119977,0.849,0.578,3.49292702249962e-14,4,"OAZ1"
"233",5.0175773180445e-17,1.50360018009646,0.512,0.255,6.4495938846144e-13,4,"ARID5B"
"234",6.10061743806911e-17,0.642130933149382,0.988,0.925,7.84173365489403e-13,4,"MT-CO3"
"235",3.88025614760233e-16,1.03417429751746,0.693,0.492,4.98768125212804e-12,4,"CXCR4"
"236",2.38642938379818e-15,0.610486420271418,0.988,0.953,3.06751632993418e-11,4,"MT-CO2"
"237",3.58220113838397e-15,1.11479999064175,0.277,0.068,4.60456134327875e-11,4,"CTSZ"
"238",7.99936462588844e-15,0.518430455662714,1,0.969,1.0282383290117e-10,4,"RPL18A"
"239",1.6376553627434e-14,1.52000461931791,0.47,0.189,2.10504220327037e-10,4,"BTG2"
"240",2.10235613104854e-14,2.39945803221958,0.253,0.053,2.70236857084979e-10,4,"STX7"
"241",4.07027668517827e-14,1.36234676562409,0.482,0.241,5.23193365112815e-10,4,"ZFP36L1"
"242",1.88289936231604e-13,1.243358729407,0.518,0.287,2.42027884032104e-09,4,"SMAP2"
"243",2.19066201265874e-13,0.520378803398905,1,0.974,2.81587695107155e-09,4,"MT-CO1"
"244",3.01619786354235e-13,1.2723666361481,0.5,0.252,3.87702073379734e-09,4,"LAPTM5"
"245",4.53645517428387e-13,1.51973623590333,0.434,0.203,5.83115948102449e-09,4,"IER2"
"246",4.92863144963476e-13,1.42689521492643,0.482,0.208,6.33526286536052e-09,4,"RIPOR2"
"247",5.04228164604023e-12,0.435955352216836,0.994,0.991,6.48134882782011e-08,4,"RPS8"
"248",5.30040799780945e-12,1.63995983410775,0.355,0.128,6.81314444038427e-08,4,"FCMR"
"249",4.08216547045364e-11,0.76815085246435,0.789,0.678,5.24721549572111e-07,4,"HSP90AB1"
"250",2.20677394534028e-10,1.92459456919179,0.253,0.075,2.8365872293404e-06,4,"NCOA3"
"251",1.01073026473767e-09,1.51165553579694,0.331,0.129,1.29919268229381e-05,4,"RCSD1"
"252",1.82156218289667e-09,0.638137511746153,0.855,0.732,2.34143602989539e-05,4,"EEF1B2"
"253",3.15281445852848e-09,0.869830513667528,0.271,0.1,4.0526277049925e-05,4,"CTSS"
"254",4.21298237058562e-09,0.488596875194868,0.928,0.868,5.41536753915075e-05,4,"RPS5"
"255",6.11600267829431e-09,0.424835692748132,0.994,0.964,7.8615098426795e-05,4,"MT-ATP6"
"256",6.48419452217107e-09,1.33528940112533,0.355,0.147,8.3347836387987e-05,4,"RAB11FIP1"
"257",1.185466460262e-08,0.371141306146952,1,0.979,0.000152379858802077,4,"RPL8"
"258",1.26819259995864e-08,0.884080905598665,0.578,0.344,0.000163013476798683,4,"UQCRH"
"259",4.46585549438755e-08,1.17495851797596,0.38,0.181,0.000574041065248575,4,"IFITM2"
"260",6.87134860619923e-08,0.388927364727406,0.982,0.94,0.000883243149840849,4,"RPS9"
"261",1.4494882888365e-07,1.55885236616972,0.253,0.092,0.00186317224647043,4,"MAP3K1"
"262",1.72694154186558e-07,1.37660709309154,0.283,0.115,0.00221981065791402,4,"CHCHD10"
"263",2.615063908217e-07,1.4153995760886,0.283,0.122,0.00336140314762214,4,"SNX2"
